X,Y,Z,Facies,Porosity,Perm,AI
70,580,1000,1,0.10247532,30.14900891,3477.93421
140,860,1000,1,0.086987497,8.540175277,3500.807463
140,370,1000,1,0.091117439,266.8930614,3478.303116
140,300,1000,1,0.097404489,5.483677753,3428.434722
140,230,1000,1,0.089086666,29.14633018,3853.554854
210,720,1000,1,0.115045625,6.987564493,3229.230067
210,580,1000,1,0.095692171,63.17670793,2450.633907
210,370,1000,1,0.092948569,8.751237813,3251.885281
210,20,1000,0,0.085198493,1.458766568,4452.085162
280,790,1000,1,0.130272962,68.27200519,2566.400301
280,720,1000,1,0.145028565,45.73957061,2435.272866
280,580,1000,1,0.118937188,19.31453151,3156.079947
350,860,1000,1,0.147043138,5689.82342,2435.352144
350,790,1000,1,0.161853913,19.94344705,2147.02156
350,720,1000,1,0.173445345,142.8083154,2333.412068
350,20,1000,0,0.083396553,0.212233602,4440.914505
420,790,1000,1,0.15730751,464.8660799,2106.43976
420,720,1000,1,0.175889263,98.66582303,2383.033351
420,650,1000,1,0.166006375,110.3194313,2746.413548
420,580,1000,1,0.14123653,1.155628798,3011.819476
420,370,1000,1,0.091315644,4.332011363,3458.789109
420,300,1000,1,0.09437519,24.72441864,3904.306276
420,160,1000,1,0.089541779,23.7687938,3913.125501
490,930,1000,1,0.182539626,383.8512121,1987.046945
490,860,1000,1,0.186311206,357.9238132,2285.454891
490,790,1000,1,0.171744973,1009.168388,2105.063623
490,650,1000,1,0.147239015,3.703868713,2624.699233
490,510,1000,1,0.087445548,3.598945921,3334.857338
560,860,1000,1,0.176342063,271.0656065,2079.383204
560,790,1000,1,0.158513081,15.8433739,2436.373603
560,720,1000,1,0.138809901,39.31673284,3089.292268
560,650,1000,1,0.105849112,3.174870603,2848.794213
560,440,1000,1,0.08713511,10.30326936,3378.416062
560,370,1000,1,0.087317351,562.121415,3921.725768
560,230,1000,1,0.099355899,111.3623719,4082.087965
560,20,1000,0,0.091757827,2.473885934,4152.738833
630,860,1000,1,0.151620438,21.21476929,2821.419275
630,790,1000,1,0.143855333,9.454633707,2600.795493
630,440,1000,1,0.090592416,50.41879308,3416.528504
630,300,1000,1,0.089738385,47.67542654,4118.529791
630,20,1000,0,0.078687463,11.98337833,4591.814934
